nohup: ignoring input
==== Stage 1: forget_inc={0,8,11,40,51}; forget_seen={}; all={0,8,11,40,51,66,67,88,94,57} ====
Disabling PyTorch because PyTorch >= 2.1 is required but found 2.0.1
None of PyTorch, TensorFlow >= 2.0, or Flax have been found. Models won't be available and only tokenizers, configuration and file/data utilities can be used.
Namespace(in_dataset='CIFAR-100', out_datasets=['inat', 'sun50', 'places50', 'dtd'], backbone='resnet34', method='top5-palm-cache6-ema0.999', seed=1, gpu='0', epochs=50, batch_size=128, lr=0.001, weight_decay=0.0001, print_every=50, fine_tune=False, temp=0.08, cosine=True, warm=False, lr_decay_epochs='700,800,900', lr_decay_rate=0.1, layers=100, depth=40, width=4, growth=12, droprate=0.0, save_path='CIFAR-10-ResNet18.pt', load_path='checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-with-prototypes.pt', reduce=0.5, score='mahalanobis', threshold=1.0, k=5, momentum=0.9, proto_m=0.999, cache_size=6, nviews=2, lambda_pcon=1.0, epsilon=0.05, incremental=False, use_lora=True, lora_impl='peft', lora_r=8, lora_alpha=32, lora_dropout=0.05, lora_target='both', adapter_save_path='checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-stack/stage1', adapter_load_path=None, adapter_load_paths=None, lora_new_adapter_name='train_s1', lora_stack=True, lora_orth_enable=False, lora_orth_lambda=0.1, forget_classes='0,8,11,40,51,66,67,88,94,57', forget_list_path=None, forget_classes_inc='0,8,11,40,51', forget_classes_seen=None, forget_lambda=0.2, forget_margin=100.0, forget_strategy='proto', centers_path=None, precision_path=None, batch_forget_mode='balanced', forget_proto_enable=False, forget_attr_w=1.0, forget_proto_rep_w=1.0, forget_avgproto_enable=True, forget_avgproto_w=1.0, umap_enable=False, umap_by='domain', umap_max_points=20000, umap_neighbors=15, umap_min_dist=0.05, umap_metric='cosine', umap_save_path=None, umap_rf_only=False, keep_cache=False, argument=True)
Files already downloaded and verified
ckpt loaded from checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-with-prototypes.pt
[peft] added trainable adapter 'train_s1'
[peft] set_adapter(list) failed: unhashable type: 'list'; fallback to last adapter
[peft] active adapter set to: train_s1
resnet34-top5-palm-cache6-ema0.999: Number of model parameters: 22082496
[debug] trainable_count = 16
[debug] trainable: base_model.model.encoder.layer4.0.conv1.lora_A.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.0.conv1.lora_B.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.0.conv2.lora_A.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.0.conv2.lora_B.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.0.shortcut.0.lora_A.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.0.shortcut.0.lora_B.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.1.conv1.lora_A.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.1.conv1.lora_B.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.1.conv2.lora_A.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.1.conv2.lora_B.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.2.conv1.lora_A.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.2.conv1.lora_B.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.2.conv2.lora_A.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.2.conv2.lora_B.train_s1.weight
[debug] trainable: base_model.model.head.2.lora_A.train_s1.weight
[debug] trainable: base_model.model.head.2.lora_B.train_s1.weight
[debug][warn] non-LoRA trainables detected: ['base_model.model.encoder.layer4.0.conv1.lora_A.train_s1.weight', 'base_model.model.encoder.layer4.0.conv1.lora_B.train_s1.weight', 'base_model.model.encoder.layer4.0.conv2.lora_A.train_s1.weight', 'base_model.model.encoder.layer4.0.conv2.lora_B.train_s1.weight', 'base_model.model.encoder.layer4.0.shortcut.0.lora_A.train_s1.weight', 'base_model.model.encoder.layer4.0.shortcut.0.lora_B.train_s1.weight', 'base_model.model.encoder.layer4.1.conv1.lora_A.train_s1.weight', 'base_model.model.encoder.layer4.1.conv1.lora_B.train_s1.weight', 'base_model.model.encoder.layer4.1.conv2.lora_A.train_s1.weight', 'base_model.model.encoder.layer4.1.conv2.lora_B.train_s1.weight']
[loss] ep 13 it 380 total=6.8105 mle=1.7571 pcon=4.9872 forget=1.3475 favg=-1.2812 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 14 it 40 total=6.1897 mle=1.5544 pcon=4.9841 forget=1.3601 favg=-1.7090 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 14 it 90 total=6.1992 mle=1.4351 pcon=4.9815 forget=1.3471 favg=-1.5645 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 14 it 140 total=7.1019 mle=1.5350 pcon=4.9787 forget=1.3527 favg=-0.7646 nr=39 nf=39 protos=570 fproto_sim=NA
[loss] ep 14 it 190 total=9.1747 mle=1.7578 pcon=4.9760 forget=1.3589 favg=1.0820 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 14 it 240 total=9.6808 mle=1.6874 pcon=4.9732 forget=1.3668 favg=1.6533 nr=41 nf=41 protos=570 fproto_sim=NA
[loss] ep 14 it 290 total=9.7231 mle=1.6416 pcon=4.9702 forget=1.3721 favg=1.7393 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 14 it 340 total=9.7528 mle=1.6902 pcon=4.9673 forget=1.3893 favg=1.7061 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 15 it 0 total=9.7018 mle=1.9041 pcon=4.9643 forget=1.3763 favg=1.4570 nr=26 nf=26 protos=570 fproto_sim=NA
[loss] ep 15 it 50 total=9.2630 mle=1.7682 pcon=4.9614 forget=1.3811 favg=1.1523 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 15 it 100 total=8.6835 mle=1.5612 pcon=4.9583 forget=1.3935 favg=0.7705 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 15 it 150 total=8.1832 mle=1.5665 pcon=4.9551 forget=1.4040 favg=0.2576 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 15 it 200 total=7.3788 mle=1.6355 pcon=4.9520 forget=1.3811 favg=-0.5898 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 15 it 250 total=6.7307 mle=1.5589 pcon=4.9487 forget=1.3452 favg=-1.1221 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 15 it 300 total=6.3291 mle=1.6587 pcon=4.9454 forget=1.3247 favg=-1.5996 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 15 it 350 total=6.4445 mle=1.7774 pcon=4.9424 forget=1.3282 favg=-1.6035 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 16 it 10 total=6.7402 mle=1.3916 pcon=4.9396 forget=1.3474 favg=-0.9385 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 16 it 60 total=8.5121 mle=1.4787 pcon=4.9367 forget=1.3775 favg=0.7192 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 16 it 110 total=8.9023 mle=1.7017 pcon=4.9337 forget=1.3870 favg=0.8799 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 16 it 160 total=8.3600 mle=1.7463 pcon=4.9309 forget=1.3749 favg=0.3079 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 16 it 210 total=7.5171 mle=1.6649 pcon=4.9282 forget=1.3445 favg=-0.4204 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 16 it 260 total=6.9775 mle=1.6331 pcon=4.9255 forget=1.3319 favg=-0.9131 nr=25 nf=25 protos=570 fproto_sim=NA
 34%|███▍      | 17/50 [13:38<19:11, 34.88s/it] 36%|███▌      | 18/50 [14:07<17:40, 33.13s/it] 38%|███▊      | 19/50 [14:37<16:37, 32.19s/it] 40%|████      | 20/50 [15:07<15:42, 31.42s/it] 42%|████▏     | 21/50 [15:36<14:51, 30.76s/it] 44%|████▍     | 22/50 [16:08<14:29, 31.06s/it] 46%|████▌     | 23/50 [16:36<13:33, 30.14s/it] 48%|████▊     | 24/50 [17:09<13:28, 31.10s/it] 50%|█████     | 25/50 [17:44<13:25, 32.23s/it][loss] ep 16 it 310 total=7.1660 mle=1.8103 pcon=4.9228 forget=1.3366 favg=-0.9038 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 16 it 360 total=7.3565 mle=1.5886 pcon=4.9202 forget=1.3608 favg=-0.5132 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 17 it 20 total=8.0303 mle=1.6337 pcon=4.9175 forget=1.3879 favg=0.0912 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 17 it 70 total=8.5138 mle=1.5302 pcon=4.9151 forget=1.3981 favg=0.6704 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 17 it 120 total=8.9940 mle=1.7452 pcon=4.9124 forget=1.3926 favg=0.9438 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 17 it 170 total=8.6725 mle=1.5291 pcon=4.9095 forget=1.3878 favg=0.8462 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 17 it 220 total=8.6982 mle=1.8413 pcon=4.9066 forget=1.3830 favg=0.5674 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 17 it 270 total=7.7880 mle=1.5069 pcon=4.9037 forget=1.3698 favg=0.0076 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 17 it 320 total=7.4739 mle=1.7550 pcon=4.9009 forget=1.3751 favg=-0.5571 nr=36 nf=36 protos=570 fproto_sim=NA
[loss] ep 17 it 370 total=7.2915 mle=1.9989 pcon=4.8978 forget=1.3801 favg=-0.9854 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 18 it 30 total=7.0415 mle=1.9397 pcon=4.8949 forget=1.3807 favg=-1.1738 nr=37 nf=37 protos=570 fproto_sim=NA
[loss] ep 18 it 80 total=7.4794 mle=2.1113 pcon=4.8921 forget=1.4066 favg=-0.9307 nr=23 nf=23 protos=570 fproto_sim=NA
[loss] ep 18 it 130 total=7.7969 mle=2.0452 pcon=4.8893 forget=1.4361 favg=-0.5737 nr=28 nf=28 protos=570 fproto_sim=NA
[loss] ep 18 it 180 total=7.9624 mle=1.8046 pcon=4.8865 forget=1.4511 favg=-0.1798 nr=39 nf=39 protos=570 fproto_sim=NA
[loss] ep 18 it 230 total=7.9198 mle=1.7367 pcon=4.8839 forget=1.4649 favg=-0.1656 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 18 it 280 total=7.6396 mle=1.5656 pcon=4.8811 forget=1.4590 favg=-0.2661 nr=36 nf=36 protos=570 fproto_sim=NA
[loss] ep 18 it 330 total=7.1594 mle=1.5370 pcon=4.8781 forget=1.4332 favg=-0.6890 nr=27 nf=27 protos=570 fproto_sim=NA
[loss] ep 18 it 380 total=6.9762 mle=1.6749 pcon=4.8753 forget=1.3996 favg=-0.9736 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 19 it 40 total=6.6493 mle=1.6470 pcon=4.8725 forget=1.3837 favg=-1.2539 nr=39 nf=39 protos=570 fproto_sim=NA
[loss] ep 19 it 90 total=6.5595 mle=1.8350 pcon=4.8697 forget=1.3636 favg=-1.5088 nr=37 nf=37 protos=570 fproto_sim=NA
[loss] ep 19 it 140 total=6.1459 mle=1.6727 pcon=4.8671 forget=1.3376 favg=-1.7314 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 19 it 190 total=6.2657 mle=1.7967 pcon=4.8643 forget=1.3596 favg=-1.7549 nr=40 nf=40 protos=570 fproto_sim=NA
[loss] ep 19 it 240 total=5.9013 mle=1.4720 pcon=4.8616 forget=1.3489 favg=-1.7812 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 19 it 290 total=6.0764 mle=1.5880 pcon=4.8590 forget=1.3579 favg=-1.7285 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 19 it 340 total=6.2023 mle=1.6659 pcon=4.8564 forget=1.3724 favg=-1.6924 nr=27 nf=27 protos=570 fproto_sim=NA
[peft] adapter saved to checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-stack/stage1
[loss] ep 20 it 0 total=6.3447 mle=1.7701 pcon=4.8537 forget=1.3791 favg=-1.6582 nr=25 nf=25 protos=570 fproto_sim=NA
[loss] ep 20 it 50 total=6.1138 mle=1.5129 pcon=4.8510 forget=1.3934 favg=-1.6436 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 20 it 100 total=6.4359 mle=1.7863 pcon=4.8486 forget=1.4105 favg=-1.6094 nr=39 nf=39 protos=570 fproto_sim=NA
[loss] ep 20 it 150 total=6.4726 mle=1.8942 pcon=4.8458 forget=1.4221 favg=-1.6895 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 20 it 200 total=6.3323 mle=1.8412 pcon=4.8433 forget=1.4183 favg=-1.7705 nr=37 nf=37 protos=570 fproto_sim=NA
[loss] ep 20 it 250 total=5.9842 mle=1.6181 pcon=4.8406 forget=1.4297 favg=-1.9043 nr=37 nf=37 protos=570 fproto_sim=NA
[loss] ep 20 it 300 total=5.8255 mle=1.6348 pcon=4.8381 forget=1.4268 favg=-2.0742 nr=27 nf=27 protos=570 fproto_sim=NA
[loss] ep 20 it 350 total=5.6837 mle=1.5560 pcon=4.8355 forget=1.4309 favg=-2.1387 nr=34 nf=34 protos=570 fproto_sim=NA
[peft] adapter saved to checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-stack/stage1
[loss] ep 21 it 10 total=5.7970 mle=1.7308 pcon=4.8332 forget=1.4245 favg=-2.1914 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 21 it 60 total=5.8109 mle=1.6430 pcon=4.8308 forget=1.4288 favg=-2.0918 nr=24 nf=24 protos=570 fproto_sim=NA
[loss] ep 21 it 110 total=5.9271 mle=1.4330 pcon=4.8284 forget=1.4390 favg=-1.7734 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 21 it 160 total=6.4942 mle=1.5722 pcon=4.8259 forget=1.4272 favg=-1.3311 nr=39 nf=39 protos=570 fproto_sim=NA
[loss] ep 21 it 210 total=7.3002 mle=1.8532 pcon=4.8237 forget=1.4305 favg=-0.8071 nr=39 nf=39 protos=570 fproto_sim=NA
[loss] ep 21 it 260 total=7.6301 mle=1.5692 pcon=4.8212 forget=1.4363 favg=-0.1967 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 21 it 310 total=8.3951 mle=1.8097 pcon=4.8188 forget=1.4496 favg=0.3169 nr=28 nf=28 protos=570 fproto_sim=NA
[loss] ep 21 it 360 total=8.3480 mle=1.4695 pcon=4.8166 forget=1.4477 favg=0.6143 nr=27 nf=27 protos=570 fproto_sim=NA
[loss] ep 22 it 20 total=8.5675 mle=1.4460 pcon=4.8144 forget=1.4736 favg=0.8335 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 22 it 70 total=8.9051 mle=1.8359 pcon=4.8122 forget=1.5050 favg=0.7520 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 22 it 120 total=8.4513 mle=1.8166 pcon=4.8099 forget=1.5186 favg=0.3062 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 22 it 170 total=7.7234 mle=1.7246 pcon=4.8078 forget=1.5159 favg=-0.3250 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 22 it 220 total=6.3087 mle=1.4204 pcon=4.8055 forget=1.5019 favg=-1.4189 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 22 it 270 total=6.4390 mle=1.6117 pcon=4.8032 forget=1.4958 favg=-1.4717 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 22 it 320 total=6.8095 mle=1.8947 pcon=4.8011 forget=1.4966 favg=-1.3828 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 22 it 370 total=6.2090 mle=1.5086 pcon=4.7989 forget=1.4884 favg=-1.5869 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 23 it 30 total=6.2856 mle=1.7652 pcon=4.7968 forget=1.4834 favg=-1.7598 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 23 it 80 total=5.8868 mle=1.5366 pcon=4.7946 forget=1.4805 favg=-1.9248 nr=27 nf=27 protos=570 fproto_sim=NA
[loss] ep 23 it 130 total=5.8839 mle=1.6680 pcon=4.7926 forget=1.4683 favg=-2.0449 nr=28 nf=28 protos=570 fproto_sim=NA
[loss] ep 23 it 180 total=5.8013 mle=1.6840 pcon=4.7904 forget=1.4577 favg=-2.1309 nr=27 nf=27 protos=570 fproto_sim=NA
[loss] ep 23 it 230 total=5.6070 mle=1.4917 pcon=4.7884 forget=1.4538 favg=-2.1270 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 23 it 280 total=6.0051 mle=1.8736 pcon=4.7865 forget=1.4506 favg=-2.1055 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 23 it 330 total=5.9824 mle=1.6543 pcon=4.7844 forget=1.4686 favg=-1.9248 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 23 it 380 total=6.1616 mle=1.4890 pcon=4.7823 forget=1.4597 favg=-1.5693 nr=21 nf=21 protos=570 fproto_sim=NA
[peft] adapter saved to checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-stack/stage1
[loss] ep 24 it 40 total=6.8461 mle=1.6301 pcon=4.7803 forget=1.4641 favg=-1.0283 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 24 it 90 total=7.3025 mle=1.5337 pcon=4.7783 forget=1.4851 favg=-0.4946 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 24 it 140 total=7.6618 mle=1.6819 pcon=4.7763 forget=1.5018 favg=-0.2981 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 24 it 190 total=8.0669 mle=1.8564 pcon=4.7743 forget=1.5217 favg=-0.0856 nr=37 nf=37 protos=570 fproto_sim=NA
[loss] ep 24 it 240 total=8.1541 mle=1.7946 pcon=4.7723 forget=1.5402 favg=0.0471 nr=36 nf=36 protos=570 fproto_sim=NA
[loss] ep 24 it 290 total=7.9312 mle=1.6572 pcon=4.7703 forget=1.5556 favg=-0.0520 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 24 it 340 total=7.4340 mle=1.4305 pcon=4.7683 forget=1.5622 favg=-0.3271 nr=31 nf=31 protos=570 fproto_sim=NA
 52%|█████▏    | 26/50 [18:20<13:17, 33.21s/it] 54%|█████▍    | 27/50 [18:48<12:12, 31.84s/it] 56%|█████▌    | 28/50 [19:17<11:20, 30.92s/it] 58%|█████▊    | 29/50 [19:48<10:46, 30.81s/it] 60%|██████    | 30/50 [20:16<10:00, 30.01s/it] 62%|██████▏   | 31/50 [20:45<09:27, 29.87s/it] 64%|██████▍   | 32/50 [21:14<08:48, 29.39s/it] 66%|██████▌   | 33/50 [21:43<08:21, 29.51s/it][loss] ep 25 it 0 total=7.0857 mle=1.4894 pcon=4.7664 forget=1.5765 favg=-0.7466 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 25 it 50 total=6.6827 mle=1.7402 pcon=4.7645 forget=1.5705 favg=-1.3926 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 25 it 100 total=6.4578 mle=1.8706 pcon=4.7628 forget=1.5900 favg=-1.7656 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 25 it 150 total=6.4670 mle=1.8039 pcon=4.7610 forget=1.5837 favg=-1.6816 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 25 it 200 total=6.3610 mle=1.6835 pcon=4.7590 forget=1.6001 favg=-1.6816 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 25 it 250 total=6.1376 mle=1.5000 pcon=4.7572 forget=1.6021 favg=-1.7217 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 25 it 300 total=6.0242 mle=1.6815 pcon=4.7554 forget=1.6029 favg=-2.0156 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 25 it 350 total=5.8602 mle=1.5933 pcon=4.7536 forget=1.5954 favg=-2.0820 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 26 it 10 total=5.9698 mle=1.9035 pcon=4.7518 forget=1.5958 favg=-2.2812 nr=37 nf=37 protos=570 fproto_sim=NA
[loss] ep 26 it 60 total=5.6539 mle=1.6291 pcon=4.7501 forget=1.6028 favg=-2.3281 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 26 it 110 total=5.6462 mle=1.6045 pcon=4.7482 forget=1.5903 favg=-2.2969 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 26 it 160 total=5.5270 mle=1.4460 pcon=4.7465 forget=1.5962 favg=-2.2617 nr=41 nf=41 protos=570 fproto_sim=NA
[loss] ep 26 it 210 total=5.7241 mle=1.4703 pcon=4.7448 forget=1.6105 favg=-2.1016 nr=36 nf=36 protos=570 fproto_sim=NA
[loss] ep 26 it 260 total=6.2156 mle=1.8945 pcon=4.7432 forget=1.6131 favg=-2.0352 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 26 it 310 total=5.8345 mle=1.4061 pcon=4.7413 forget=1.6198 favg=-1.9326 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 26 it 360 total=6.0081 mle=1.5511 pcon=4.7396 forget=1.6411 favg=-1.9238 nr=32 nf=32 protos=570 fproto_sim=NA
[peft] adapter saved to checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-stack/stage1
[loss] ep 27 it 20 total=5.9280 mle=1.5247 pcon=4.7380 forget=1.6555 favg=-1.9902 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 27 it 70 total=6.1188 mle=1.7171 pcon=4.7364 forget=1.6790 favg=-2.0137 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 27 it 120 total=6.3072 mle=1.7614 pcon=4.7348 forget=1.6889 favg=-1.8779 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 27 it 170 total=6.3990 mle=1.6119 pcon=4.7332 forget=1.7102 favg=-1.6562 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 27 it 220 total=6.3896 mle=1.5588 pcon=4.7316 forget=1.7222 favg=-1.6230 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 27 it 270 total=6.5363 mle=1.7842 pcon=4.7299 forget=1.7410 favg=-1.7188 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 27 it 320 total=6.1225 mle=1.5477 pcon=4.7283 forget=1.7469 favg=-1.9004 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 27 it 370 total=6.1385 mle=1.6303 pcon=4.7268 forget=1.7658 favg=-1.9844 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 28 it 30 total=6.1749 mle=1.6997 pcon=4.7254 forget=1.7694 favg=-2.0195 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 28 it 80 total=6.0731 mle=1.7247 pcon=4.7239 forget=1.7905 favg=-2.1660 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 28 it 130 total=5.9507 mle=1.5938 pcon=4.7224 forget=1.7967 favg=-2.1621 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 28 it 180 total=5.9035 mle=1.5332 pcon=4.7208 forget=1.8076 favg=-2.1582 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 28 it 230 total=5.8899 mle=1.5725 pcon=4.7193 forget=1.8109 favg=-2.2129 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 28 it 280 total=5.9045 mle=1.6654 pcon=4.7179 forget=1.7986 favg=-2.2773 nr=26 nf=26 protos=570 fproto_sim=NA
[loss] ep 28 it 330 total=5.8897 mle=1.7028 pcon=4.7164 forget=1.8005 favg=-2.3301 nr=36 nf=36 protos=570 fproto_sim=NA
[loss] ep 28 it 380 total=5.5672 mle=1.3673 pcon=4.7149 forget=1.7936 favg=-2.3086 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 29 it 40 total=5.9552 mle=1.7370 pcon=4.7135 forget=1.7977 favg=-2.2930 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 29 it 90 total=5.9284 mle=1.7558 pcon=4.7120 forget=1.8043 favg=-2.3438 nr=24 nf=24 protos=570 fproto_sim=NA
[loss] ep 29 it 140 total=5.6892 mle=1.4819 pcon=4.7107 forget=1.8053 favg=-2.3086 nr=26 nf=26 protos=570 fproto_sim=NA
[loss] ep 29 it 190 total=5.8789 mle=1.7050 pcon=4.7092 forget=1.8143 favg=-2.3496 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 29 it 240 total=5.8695 mle=1.6578 pcon=4.7079 forget=1.8124 favg=-2.3086 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 29 it 290 total=5.9041 mle=1.7003 pcon=4.7066 forget=1.8175 favg=-2.3203 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 29 it 340 total=5.7636 mle=1.5420 pcon=4.7052 forget=1.8230 favg=-2.3066 nr=32 nf=32 protos=570 fproto_sim=NA
[peft] adapter saved to checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-stack/stage1
[loss] ep 30 it 0 total=5.7614 mle=1.4981 pcon=4.7039 forget=1.8132 favg=-2.2539 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 30 it 50 total=5.9595 mle=1.7156 pcon=4.7026 forget=1.8343 favg=-2.2930 nr=37 nf=37 protos=570 fproto_sim=NA
[loss] ep 30 it 100 total=5.6828 mle=1.4075 pcon=4.7013 forget=1.8357 favg=-2.2617 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 30 it 150 total=5.9468 mle=1.6897 pcon=4.7002 forget=1.8498 favg=-2.2930 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 30 it 200 total=5.8856 mle=1.6027 pcon=4.6989 forget=1.8457 favg=-2.2617 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 30 it 250 total=5.7991 mle=1.5235 pcon=4.6975 forget=1.8554 favg=-2.2773 nr=39 nf=39 protos=570 fproto_sim=NA
[loss] ep 30 it 300 total=5.9281 mle=1.6396 pcon=4.6963 forget=1.8578 favg=-2.2656 nr=36 nf=36 protos=570 fproto_sim=NA
[loss] ep 30 it 350 total=5.9392 mle=1.5933 pcon=4.6953 forget=1.8616 favg=-2.2109 nr=38 nf=38 protos=570 fproto_sim=NA
[loss] ep 31 it 10 total=5.7780 mle=1.4482 pcon=4.6941 forget=1.8739 favg=-2.2383 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 31 it 60 total=6.0541 mle=1.7208 pcon=4.6930 forget=1.8806 favg=-2.2402 nr=37 nf=37 protos=570 fproto_sim=NA
