nohup: ignoring input
==== Stage 1: forget_inc={0,8,11,40,51}; forget_seen={}; all={0,8,11,40,51,66,67,88,94,57} ====
Disabling PyTorch because PyTorch >= 2.1 is required but found 2.0.1
None of PyTorch, TensorFlow >= 2.0, or Flax have been found. Models won't be available and only tokenizers, configuration and file/data utilities can be used.
Namespace(in_dataset='CIFAR-100', out_datasets=['inat', 'sun50', 'places50', 'dtd'], backbone='resnet34', method='top5-palm-cache6-ema0.999', seed=1, gpu='0', epochs=50, batch_size=128, lr=0.001, weight_decay=0.0001, print_every=50, fine_tune=False, temp=0.08, cosine=True, warm=False, lr_decay_epochs='700,800,900', lr_decay_rate=0.1, layers=100, depth=40, width=4, growth=12, droprate=0.0, save_path='CIFAR-10-ResNet18.pt', load_path='checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-with-prototypes.pt', reduce=0.5, score='mahalanobis', threshold=1.0, k=5, momentum=0.9, proto_m=0.999, cache_size=6, nviews=2, lambda_pcon=1.0, epsilon=0.05, incremental=False, use_lora=True, lora_impl='peft', lora_r=8, lora_alpha=32, lora_dropout=0.05, lora_target='both', adapter_save_path='checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-stack/stage1', adapter_load_path=None, adapter_load_paths=None, lora_new_adapter_name='train_s1', lora_stack=True, lora_orth_enable=True, lora_orth_lambda=0.1, forget_classes='0,8,11,40,51,66,67,88,94,57', forget_list_path=None, forget_classes_inc='0,8,11,40,51', forget_classes_seen=None, forget_lambda=0.2, forget_margin=100.0, forget_strategy='proto', centers_path=None, precision_path=None, batch_forget_mode='balanced', forget_proto_enable=False, forget_attr_w=1.0, forget_proto_rep_w=1.0, forget_avgproto_enable=True, forget_avgproto_w=1.0, umap_enable=False, umap_by='domain', umap_max_points=20000, umap_neighbors=15, umap_min_dist=0.05, umap_metric='cosine', umap_save_path=None, umap_rf_only=False, keep_cache=False, argument=True)
Files already downloaded and verified
ckpt loaded from checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-with-prototypes.pt
[peft] added trainable adapter 'train_s1'
[peft] set_adapter(list) failed: unhashable type: 'list'; fallback to last adapter
[peft] active adapter set to: train_s1
resnet34-top5-palm-cache6-ema0.999: Number of model parameters: 22082496
[debug] trainable_count = 16
[debug] trainable: base_model.model.encoder.layer4.0.conv1.lora_A.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.0.conv1.lora_B.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.0.conv2.lora_A.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.0.conv2.lora_B.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.0.shortcut.0.lora_A.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.0.shortcut.0.lora_B.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.1.conv1.lora_A.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.1.conv1.lora_B.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.1.conv2.lora_A.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.1.conv2.lora_B.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.2.conv1.lora_A.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.2.conv1.lora_B.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.2.conv2.lora_A.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.2.conv2.lora_B.train_s1.weight
[debug] trainable: base_model.model.head.2.lora_A.train_s1.weight
[debug] trainable: base_model.model.head.2.lora_B.train_s1.weight
[debug][warn] non-LoRA trainables detected: ['base_model.model.encoder.layer4.0.conv1.lora_A.train_s1.weight', 'base_model.model.encoder.layer4.0.conv1.lora_B.train_s1.weight', 'base_model.model.encoder.layer4.0.conv2.lora_A.train_s1.weight', 'base_model.model.encoder.layer4.0.conv2.lora_B.train_s1.weight', 'base_model.model.encoder.layer4.0.shortcut.0.lora_A.train_s1.weight', 'base_model.model.encoder.layer4.0.shortcut.0.lora_B.train_s1.weight', 'base_model.model.encoder.layer4.1.conv1.lora_A.train_s1.weight', 'base_model.model.encoder.layer4.1.conv1.lora_B.train_s1.weight', 'base_model.model.encoder.layer4.1.conv2.lora_A.train_s1.weight', 'base_model.model.encoder.layer4.1.conv2.lora_B.train_s1.weight']
[loss] ep 13 it 380 total=6.8091 mle=1.7575 pcon=4.9872 forget=1.3476 favg=-1.2832 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 14 it 40 total=6.1909 mle=1.5546 pcon=4.9842 forget=1.3601 favg=-1.7080 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 14 it 90 total=6.2020 mle=1.4349 pcon=4.9815 forget=1.3471 favg=-1.5615 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 14 it 140 total=7.1144 mle=1.5347 pcon=4.9788 forget=1.3528 favg=-0.7520 nr=39 nf=39 protos=570 fproto_sim=NA
[loss] ep 14 it 190 total=9.1823 mle=1.7585 pcon=4.9760 forget=1.3590 favg=1.0889 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 14 it 240 total=9.6787 mle=1.6872 pcon=4.9732 forget=1.3668 favg=1.6514 nr=41 nf=41 protos=570 fproto_sim=NA
[loss] ep 14 it 290 total=9.7230 mle=1.6415 pcon=4.9703 forget=1.3720 favg=1.7393 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 14 it 340 total=9.7488 mle=1.6892 pcon=4.9673 forget=1.3892 favg=1.7031 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 15 it 0 total=9.6884 mle=1.9008 pcon=4.9644 forget=1.3759 favg=1.4473 nr=26 nf=26 protos=570 fproto_sim=NA
[loss] ep 15 it 50 total=9.2551 mle=1.7690 pcon=4.9614 forget=1.3811 favg=1.1436 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 15 it 100 total=8.6769 mle=1.5600 pcon=4.9583 forget=1.3939 favg=0.7646 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 15 it 150 total=8.1808 mle=1.5673 pcon=4.9551 forget=1.4041 favg=0.2544 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 15 it 200 total=7.3725 mle=1.6355 pcon=4.9521 forget=1.3807 favg=-0.5957 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 15 it 250 total=6.7341 mle=1.5589 pcon=4.9487 forget=1.3447 favg=-1.1182 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 15 it 300 total=6.3286 mle=1.6524 pcon=4.9455 forget=1.3245 favg=-1.5938 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 15 it 350 total=6.4632 mle=1.7770 pcon=4.9425 forget=1.3286 favg=-1.5850 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 16 it 10 total=6.7604 mle=1.3914 pcon=4.9397 forget=1.3488 favg=-0.9194 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 16 it 60 total=8.4644 mle=1.4785 pcon=4.9368 forget=1.3782 favg=0.6709 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 16 it 110 total=8.8539 mle=1.7007 pcon=4.9338 forget=1.3864 favg=0.8330 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 16 it 160 total=8.3733 mle=1.7490 pcon=4.9309 forget=1.3743 favg=0.3191 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 16 it 210 total=7.5535 mle=1.6697 pcon=4.9282 forget=1.3444 favg=-0.3889 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 16 it 260 total=7.0350 mle=1.6350 pcon=4.9256 forget=1.3328 favg=-0.8584 nr=25 nf=25 protos=570 fproto_sim=NA
 34%|███▍      | 17/50 [14:38<24:01, 43.67s/it] 36%|███▌      | 18/50 [15:08<21:03, 39.48s/it] 38%|███▊      | 19/50 [15:38<19:00, 36.78s/it] 40%|████      | 20/50 [16:08<17:15, 34.50s/it] 42%|████▏     | 21/50 [16:37<15:59, 33.08s/it] 44%|████▍     | 22/50 [17:09<15:10, 32.53s/it] 46%|████▌     | 23/50 [17:39<14:17, 31.76s/it] 48%|████▊     | 24/50 [18:09<13:33, 31.28s/it] 50%|█████     | 25/50 [18:39<12:55, 31.02s/it][loss] ep 16 it 310 total=7.2424 mle=1.8103 pcon=4.9229 forget=1.3373 favg=-0.8281 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 16 it 360 total=7.4459 mle=1.5906 pcon=4.9203 forget=1.3615 favg=-0.4265 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 17 it 20 total=8.1146 mle=1.6319 pcon=4.9177 forget=1.3874 favg=0.1777 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 17 it 70 total=8.5496 mle=1.5300 pcon=4.9152 forget=1.3964 favg=0.7080 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 17 it 120 total=9.0051 mle=1.7419 pcon=4.9125 forget=1.3908 favg=0.9600 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 17 it 170 total=8.6696 mle=1.5253 pcon=4.9096 forget=1.3855 favg=0.8491 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 17 it 220 total=8.6850 mle=1.8355 pcon=4.9068 forget=1.3811 favg=0.5615 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 17 it 270 total=7.7691 mle=1.5054 pcon=4.9039 forget=1.3698 favg=-0.0100 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 17 it 320 total=7.4334 mle=1.7476 pcon=4.9011 forget=1.3736 favg=-0.5889 nr=36 nf=36 protos=570 fproto_sim=NA
[loss] ep 17 it 370 total=7.2635 mle=1.9892 pcon=4.8980 forget=1.3782 favg=-1.0020 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 18 it 30 total=7.0381 mle=1.9421 pcon=4.8951 forget=1.3787 favg=-1.1777 nr=37 nf=37 protos=570 fproto_sim=NA
[loss] ep 18 it 80 total=7.4926 mle=2.1173 pcon=4.8923 forget=1.4039 favg=-0.9209 nr=23 nf=23 protos=570 fproto_sim=NA
[loss] ep 18 it 130 total=7.7976 mle=2.0431 pcon=4.8895 forget=1.4363 favg=-0.5713 nr=28 nf=28 protos=570 fproto_sim=NA
[loss] ep 18 it 180 total=7.9292 mle=1.8059 pcon=4.8867 forget=1.4492 favg=-0.2126 nr=39 nf=39 protos=570 fproto_sim=NA
[loss] ep 18 it 230 total=7.8545 mle=1.7351 pcon=4.8841 forget=1.4613 favg=-0.2260 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 18 it 280 total=7.5626 mle=1.5618 pcon=4.8813 forget=1.4530 favg=-0.3335 nr=36 nf=36 protos=570 fproto_sim=NA
[loss] ep 18 it 330 total=7.0981 mle=1.5401 pcon=4.8784 forget=1.4272 favg=-0.7476 nr=27 nf=27 protos=570 fproto_sim=NA
[loss] ep 18 it 380 total=6.9340 mle=1.6743 pcon=4.8756 forget=1.3939 favg=-1.0098 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 19 it 40 total=6.6304 mle=1.6491 pcon=4.8728 forget=1.3790 favg=-1.2705 nr=39 nf=39 protos=570 fproto_sim=NA
[loss] ep 19 it 90 total=6.5617 mle=1.8363 pcon=4.8700 forget=1.3613 favg=-1.5059 nr=37 nf=37 protos=570 fproto_sim=NA
[loss] ep 19 it 140 total=6.1666 mle=1.6737 pcon=4.8673 forget=1.3366 favg=-1.7109 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 19 it 190 total=6.2910 mle=1.7966 pcon=4.8645 forget=1.3593 favg=-1.7295 nr=40 nf=40 protos=570 fproto_sim=NA
[loss] ep 19 it 240 total=5.9351 mle=1.4711 pcon=4.8619 forget=1.3492 favg=-1.7471 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 19 it 290 total=6.1129 mle=1.5872 pcon=4.8593 forget=1.3588 favg=-1.6924 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 19 it 340 total=6.2440 mle=1.6665 pcon=4.8567 forget=1.3742 favg=-1.6533 nr=27 nf=27 protos=570 fproto_sim=NA
[peft] adapter saved to checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-stack/stage1
[loss] ep 20 it 0 total=6.3831 mle=1.7636 pcon=4.8540 forget=1.3807 favg=-1.6152 nr=25 nf=25 protos=570 fproto_sim=NA
[loss] ep 20 it 50 total=6.1601 mle=1.5133 pcon=4.8513 forget=1.3951 favg=-1.5996 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 20 it 100 total=6.4795 mle=1.7838 pcon=4.8488 forget=1.4122 favg=-1.5654 nr=39 nf=39 protos=570 fproto_sim=NA
[loss] ep 20 it 150 total=6.5282 mle=1.9025 pcon=4.8461 forget=1.4232 favg=-1.6436 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 20 it 200 total=6.3766 mle=1.8384 pcon=4.8436 forget=1.4193 favg=-1.7246 nr=37 nf=37 protos=570 fproto_sim=NA
[loss] ep 20 it 250 total=6.0179 mle=1.6102 pcon=4.8409 forget=1.4310 favg=-1.8643 nr=37 nf=37 protos=570 fproto_sim=NA
[loss] ep 20 it 300 total=5.8600 mle=1.6367 pcon=4.8384 forget=1.4278 favg=-2.0430 nr=27 nf=27 protos=570 fproto_sim=NA
[loss] ep 20 it 350 total=5.7059 mle=1.5578 pcon=4.8358 forget=1.4315 favg=-2.1191 nr=34 nf=34 protos=570 fproto_sim=NA
[peft] adapter saved to checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-stack/stage1
[loss] ep 21 it 10 total=5.8133 mle=1.7220 pcon=4.8335 forget=1.4258 favg=-2.1680 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 21 it 60 total=5.8792 mle=1.6384 pcon=4.8311 forget=1.4312 favg=-2.0215 nr=24 nf=24 protos=570 fproto_sim=NA
[loss] ep 21 it 110 total=6.1250 mle=1.4247 pcon=4.8287 forget=1.4429 favg=-1.5713 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 21 it 160 total=6.7899 mle=1.5712 pcon=4.8262 forget=1.4326 favg=-1.0400 nr=39 nf=39 protos=570 fproto_sim=NA
[loss] ep 21 it 210 total=7.6018 mle=1.8533 pcon=4.8239 forget=1.4353 favg=-0.5107 nr=39 nf=39 protos=570 fproto_sim=NA
[loss] ep 21 it 260 total=7.8384 mle=1.5709 pcon=4.8215 forget=1.4399 favg=0.0061 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 21 it 310 total=8.4509 mle=1.8062 pcon=4.8191 forget=1.4511 favg=0.3745 nr=28 nf=28 protos=570 fproto_sim=NA
[loss] ep 21 it 360 total=8.2321 mle=1.4688 pcon=4.8168 forget=1.4479 favg=0.4985 nr=27 nf=27 protos=570 fproto_sim=NA
[loss] ep 22 it 20 total=8.3956 mle=1.4453 pcon=4.8147 forget=1.4715 favg=0.6641 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 22 it 70 total=8.7535 mle=1.8345 pcon=4.8124 forget=1.5021 favg=0.6045 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 22 it 120 total=8.3523 mle=1.8212 pcon=4.8102 forget=1.5165 favg=0.2045 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 22 it 170 total=7.7176 mle=1.7233 pcon=4.8081 forget=1.5158 favg=-0.3296 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 22 it 220 total=6.4481 mle=1.4206 pcon=4.8057 forget=1.5050 favg=-1.2832 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 22 it 270 total=6.4566 mle=1.6131 pcon=4.8034 forget=1.4981 favg=-1.4580 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 22 it 320 total=6.7692 mle=1.8960 pcon=4.8013 forget=1.4986 favg=-1.4268 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 22 it 370 total=6.1831 mle=1.5072 pcon=4.7991 forget=1.4909 favg=-1.6143 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 23 it 30 total=6.2795 mle=1.7645 pcon=4.7970 forget=1.4866 favg=-1.7686 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 23 it 80 total=5.8903 mle=1.5364 pcon=4.7948 forget=1.4840 favg=-1.9248 nr=27 nf=27 protos=570 fproto_sim=NA
[loss] ep 23 it 130 total=5.8941 mle=1.6734 pcon=4.7928 forget=1.4728 favg=-2.0449 nr=28 nf=28 protos=570 fproto_sim=NA
[loss] ep 23 it 180 total=5.7943 mle=1.6859 pcon=4.7907 forget=1.4623 favg=-2.1445 nr=27 nf=27 protos=570 fproto_sim=NA
[loss] ep 23 it 230 total=5.5766 mle=1.4900 pcon=4.7886 forget=1.4581 favg=-2.1602 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 23 it 280 total=5.9446 mle=1.8762 pcon=4.7867 forget=1.4536 favg=-2.1719 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 23 it 330 total=5.8204 mle=1.6536 pcon=4.7846 forget=1.4701 favg=-2.0879 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 23 it 380 total=5.8070 mle=1.4854 pcon=4.7825 forget=1.4591 favg=-1.9199 nr=21 nf=21 protos=570 fproto_sim=NA
[peft] adapter saved to checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-stack/stage1
[loss] ep 24 it 40 total=6.2558 mle=1.6277 pcon=4.7805 forget=1.4600 favg=-1.6123 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 24 it 90 total=6.5995 mle=1.5266 pcon=4.7785 forget=1.4780 favg=-1.1836 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 24 it 140 total=7.1494 mle=1.6863 pcon=4.7765 forget=1.4928 favg=-0.8062 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 24 it 190 total=7.8161 mle=1.8639 pcon=4.7745 forget=1.5132 favg=-0.3354 nr=37 nf=37 protos=570 fproto_sim=NA
[loss] ep 24 it 240 total=8.3062 mle=1.7999 pcon=4.7725 forget=1.5336 favg=0.2002 nr=36 nf=36 protos=570 fproto_sim=NA
[loss] ep 24 it 290 total=8.4954 mle=1.6631 pcon=4.7705 forget=1.5535 favg=0.5083 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 24 it 340 total=8.0894 mle=1.4338 pcon=4.7685 forget=1.5658 favg=0.3213 nr=31 nf=31 protos=570 fproto_sim=NA
 52%|█████▏    | 26/50 [19:08<12:06, 30.28s/it] 54%|█████▍    | 27/50 [19:46<12:32, 32.73s/it] 56%|█████▌    | 28/50 [20:19<12:00, 32.73s/it] 58%|█████▊    | 29/50 [20:51<11:26, 32.67s/it] 60%|██████    | 30/50 [21:20<10:31, 31.56s/it] 62%|██████▏   | 31/50 [21:51<09:52, 31.20s/it] 64%|██████▍   | 32/50 [22:21<09:14, 30.80s/it] 66%|██████▌   | 33/50 [22:50<08:37, 30.44s/it][loss] ep 25 it 0 total=7.5967 mle=1.4915 pcon=4.7666 forget=1.5840 favg=-0.2454 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 25 it 50 total=6.8860 mle=1.7420 pcon=4.7647 forget=1.5766 favg=-1.1973 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 25 it 100 total=6.3710 mle=1.8690 pcon=4.7629 forget=1.5936 favg=-1.8545 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 25 it 150 total=6.2592 mle=1.7997 pcon=4.7612 forget=1.5841 favg=-1.8857 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 25 it 200 total=6.2112 mle=1.6807 pcon=4.7592 forget=1.6023 favg=-1.8311 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 25 it 250 total=6.0782 mle=1.5027 pcon=4.7574 forget=1.6072 favg=-1.7891 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 25 it 300 total=6.0416 mle=1.6848 pcon=4.7555 forget=1.6131 favg=-2.0117 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 25 it 350 total=5.9459 mle=1.5964 pcon=4.7537 forget=1.6075 favg=-2.0117 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 26 it 10 total=6.1010 mle=1.9157 pcon=4.7519 forget=1.6091 favg=-2.1758 nr=37 nf=37 protos=570 fproto_sim=NA
[loss] ep 26 it 60 total=5.7605 mle=1.6268 pcon=4.7502 forget=1.6159 favg=-2.2324 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 26 it 110 total=5.6787 mle=1.6068 pcon=4.7484 forget=1.5989 favg=-2.2754 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 26 it 160 total=5.4528 mle=1.4439 pcon=4.7466 forget=1.6002 favg=-2.3379 nr=41 nf=41 protos=570 fproto_sim=NA
[loss] ep 26 it 210 total=5.5688 mle=1.4686 pcon=4.7449 forget=1.6091 favg=-2.2539 nr=36 nf=36 protos=570 fproto_sim=NA
[loss] ep 26 it 260 total=6.0696 mle=1.8977 pcon=4.7433 forget=1.6083 favg=-2.1797 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 26 it 310 total=5.7197 mle=1.4035 pcon=4.7414 forget=1.6139 favg=-2.0391 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 26 it 360 total=5.9265 mle=1.5345 pcon=4.7398 forget=1.6347 favg=-1.9824 nr=32 nf=32 protos=570 fproto_sim=NA
[peft] adapter saved to checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-stack/stage1
[loss] ep 27 it 20 total=5.8853 mle=1.5187 pcon=4.7381 forget=1.6480 favg=-2.0195 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 27 it 70 total=6.0723 mle=1.7250 pcon=4.7366 forget=1.6694 favg=-2.0586 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 27 it 120 total=6.1215 mle=1.7654 pcon=4.7349 forget=1.6759 favg=-2.0547 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 27 it 170 total=6.1173 mle=1.6077 pcon=4.7333 forget=1.6953 favg=-1.9189 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 27 it 220 total=6.1697 mle=1.5601 pcon=4.7318 forget=1.7060 favg=-1.8281 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 27 it 270 total=6.4888 mle=1.7852 pcon=4.7300 forget=1.7236 favg=-1.7500 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 27 it 320 total=6.2247 mle=1.5486 pcon=4.7284 forget=1.7309 favg=-1.7832 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 27 it 370 total=6.3629 mle=1.6294 pcon=4.7269 forget=1.7517 favg=-1.7451 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 28 it 30 total=6.4282 mle=1.6925 pcon=4.7255 forget=1.7583 favg=-1.7480 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 28 it 80 total=6.1955 mle=1.7233 pcon=4.7240 forget=1.7834 favg=-2.0352 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 28 it 130 total=5.9911 mle=1.5925 pcon=4.7225 forget=1.7953 favg=-2.1191 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 28 it 180 total=5.9291 mle=1.5333 pcon=4.7209 forget=1.8116 favg=-2.1367 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 28 it 230 total=5.9490 mle=1.5694 pcon=4.7194 forget=1.8184 favg=-2.1582 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 28 it 280 total=5.9787 mle=1.6696 pcon=4.7180 forget=1.8099 favg=-2.2188 nr=26 nf=26 protos=570 fproto_sim=NA
[loss] ep 28 it 330 total=5.9543 mle=1.7019 pcon=4.7165 forget=1.8132 favg=-2.2773 nr=36 nf=36 protos=570 fproto_sim=NA
[loss] ep 28 it 380 total=5.6096 mle=1.3692 pcon=4.7150 forget=1.8048 favg=-2.2793 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 29 it 40 total=5.9765 mle=1.7403 pcon=4.7135 forget=1.8079 favg=-2.2852 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 29 it 90 total=5.9339 mle=1.7568 pcon=4.7121 forget=1.8127 favg=-2.3477 nr=24 nf=24 protos=570 fproto_sim=NA
[loss] ep 29 it 140 total=5.6881 mle=1.4789 pcon=4.7107 forget=1.8110 favg=-2.3125 nr=26 nf=26 protos=570 fproto_sim=NA
[loss] ep 29 it 190 total=5.8741 mle=1.7061 pcon=4.7093 forget=1.8200 favg=-2.3613 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 29 it 240 total=5.8574 mle=1.6568 pcon=4.7080 forget=1.8169 favg=-2.3242 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 29 it 290 total=5.8873 mle=1.6997 pcon=4.7067 forget=1.8208 favg=-2.3398 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 29 it 340 total=5.7435 mle=1.5409 pcon=4.7052 forget=1.8255 favg=-2.3281 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 30 it 0 total=5.7340 mle=1.4985 pcon=4.7040 forget=1.8147 favg=-2.2832 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 30 it 50 total=5.9282 mle=1.7089 pcon=4.7026 forget=1.8350 favg=-2.3184 nr=37 nf=37 protos=570 fproto_sim=NA
[loss] ep 30 it 100 total=5.6600 mle=1.4077 pcon=4.7013 forget=1.8361 favg=-2.2852 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 30 it 150 total=5.9177 mle=1.6848 pcon=4.7003 forget=1.8491 favg=-2.3164 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 30 it 200 total=5.8639 mle=1.5997 pcon=4.6990 forget=1.8445 favg=-2.2793 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 30 it 250 total=5.7820 mle=1.5241 pcon=4.6976 forget=1.8533 favg=-2.2930 nr=39 nf=39 protos=570 fproto_sim=NA
[loss] ep 30 it 300 total=5.9027 mle=1.6370 pcon=4.6964 forget=1.8545 favg=-2.2852 nr=36 nf=36 protos=570 fproto_sim=NA
[loss] ep 30 it 350 total=5.9156 mle=1.5949 pcon=4.6953 forget=1.8558 favg=-2.2305 nr=38 nf=38 protos=570 fproto_sim=NA
[loss] ep 31 it 10 total=5.7527 mle=1.4541 pcon=4.6942 forget=1.8662 favg=-2.2617 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 31 it 60 total=6.0121 mle=1.7192 pcon=4.6930 forget=1.8713 favg=-2.2715 nr=37 nf=37 protos=570 fproto_sim=NA
[loss] ep 31 it 110 total=5.9492 mle=1.6865 pcon=4.6918 forget=1.8853 favg=-2.3145 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 31 it 160 total=5.8190 mle=1.5194 pcon=4.6906 forget=1.8902 favg=-2.2812 nr=35 nf=35 protos=570 fproto_sim=NA
